Higher-level clade (strict phylogenetic order),Traditional Order,Traditional Family,Species,log10 productivity,log10 mass,Nest type,Foraging habitat,Developmental mode,Time of activity,Social system,Migratory mode,Diet
Accipitridae-Cathartidae,Falconiformes,Accipitridae,Necrosyrtes monachus,-1.224,3.31,open,terrestrial,altricial,diurnal,Pair,nonmigrant,vertfishscav
Accipitridae-Cathartidae,Falconiformes,Accipitridae,Gyps africanus,-1.405,3.735,open,terrestrial,altricial,diurnal,Pair,nonmigrant,vertfishscav
Accipitridae-Cathartidae,Falconiformes,Accipitridae,Gyps fulvus,-1.469,3.871,cave,terrestrial,altricial,diurnal,Pair,migrant,vertfishscav
Accipitridae-Cathartidae,Falconiformes,Accipitridae,Gyps coprotheres,-1.356,3.913,open,terrestrial,altricial,diurnal,Pair,nonmigrant,vertfishscav
Accipitridae-Cathartidae,Falconiformes,Accipitridae,Gyps rueppellii,-1.517,3.869,open,terrestrial,altricial,diurnal,Pair,nonmigrant,vertfishscav
Accipitridae-Cathartidae,Falconiformes,Accipitridae,Circaetus gallicus,-1.097,3.23,open,terrestrial,altricial,diurnal,Pair,migrant,vertfishscav
Accipitridae-Cathartidae,Falconiformes,Accipitridae,Terathopius ecaudatus,-1.117,3.342,open,terrestrial,altricial,diurnal,Cooperative,nonmigrant,vertfishscav
Strigiformes,Strigiformes,Strigidae,Otus scops,-0.324,1.964,cavity,terrestrial,altricial,nocturnal,Pair,migrant,invertebrate
Strigiformes,Strigiformes,Strigidae,Otus flammeolus,-0.313,1.777,cavity,terrestrial,altricial,nocturnal,Pair,migrant,invertebrate
Strigiformes,Strigiformes,Strigidae,Strix aluco,-0.572,2.674,cavity,terrestrial,altricial,nocturnal,Pair,nonmigrant,vertfishscav
Strigiformes,Strigiformes,Strigidae,Strix uralensis,-0.778,2.892,cavity,terrestrial,altricial,nocturnal,Pair,migrant,vertfishscav
Strigiformes,Strigiformes,Strigidae,Strix nebulosa,-0.678,3.026,open,terrestrial,altricial,nocturnal,Occasional,migrant,vertfishscav
Strigiformes,Strigiformes,Strigidae,Strix varia,-0.665,2.852,cavity,terrestrial,altricial,nocturnal,Pair,nonmigrant,vertfishscav
Strigiformes,Strigiformes,Strigidae,Strix occidentalis,-0.795,2.768,cavity,terrestrial,altricial,nocturnal,Pair,nonmigrant,vertfishscav
Strigiformes,Strigiformes,Strigidae,Bubo bubo,-1.111,3.426,open,terrestrial,altricial,nocturnal,Pair,nonmigrant,vertfishscav
Strigiformes,Strigiformes,Strigidae,Nyctea scandiaca,-0.941,3.307,open,terrestrial,altricial,diurnal,Pair,migrant,vertfishscav
Strigiformes,Strigiformes,Strigidae,Asio otus,-0.338,2.472,open,terrestrial,altricial,nocturnal,Occasional,migrant,vertfishscav
Strigiformes,Strigiformes,Strigidae,Asio flammeus,-0.331,2.509,open,terrestrial,altricial,nocturnal,Pair,nonmigrant,vertfishscav
Strigiformes,Strigiformes,Strigidae,Asio capensis,-0.72,2.524,open,terrestrial,altricial,crepuscular,Pair,nonmigrant,vertfishscav
Strigiformes,Strigiformes,Strigidae,Micrathene whitneyi,-0.4,1.613,cavity,terrestrial,altricial,nocturnal,Pair,migrant,invertebrate
Strigiformes,Strigiformes,Strigidae,Glaucidium passerinum,-0.12,1.762,cavity,terrestrial,altricial,crepuscular,Pair,nonmigrant,vertfishscav
Strigiformes,Strigiformes,Strigidae,Glaucidium gnoma,-0.401,1.787,cavity,terrestrial,altricial,crepuscular,Pair,nonmigrant,invertebrate
Strigiformes,Strigiformes,Strigidae,Surnia ulula,-0.277,2.505,cavity,terrestrial,altricial,nocturnal,Pair,migrant,vertfishscav
Strigiformes,Strigiformes,Strigidae,Speotyto cunicularia,-0.175,2.178,cavity,terrestrial,altricial,crepuscular,Occasional,migrant,vertfishscav
Strigiformes,Strigiformes,Strigidae,Athene noctua,-0.407,2.228,cavity,terrestrial,altricial,nocturnal,Pair,nonmigrant,vertfishscav
Strigiformes,Strigiformes,Strigidae,Aegolius acadicus,-0.222,2.003,cavity,terrestrial,altricial,nocturnal,Pair,migrant,vertfishscav
Strigiformes,Strigiformes,Strigidae,Aegolius funereus,-0.413,2.137,cavity,terrestrial,altricial,nocturnal,Pair,nonmigrant,vertfishscav
Strigiformes,Strigiformes,Tytonidae,Tyto alba,-0.384,2.606,cavity,terrestrial,altricial,nocturnal,Pair,nonmigrant,vertfishscav
Trogoniformes,Trogoniformes,Trogonidae,Trogon mexicanus,-0.508,1.851,cavity,terrestrial,altricial,diurnal,Pair,nonmigrant,invertebrate
Trogoniformes,Trogoniformes,Trogonidae,Pharomachrus mocinno,-0.645,2.306,cavity,terrestrial,altricial,diurnal,Pair,nonmigrant,fruit
Coraciiformes-Piciformes,Coraciiformes,Upupidae,Upupa epops,-0.249,1.826,cavity,terrestrial,altricial,diurnal,Cooperative,migrant,invertebrate
Coraciiformes-Piciformes,Piciformes,Picidae,Jynx ruficollis,-0.349,1.667,cavity,terrestrial,altricial,diurnal,Pair,nonmigrant,invertebrate
Coraciiformes-Piciformes,Piciformes,Picidae,Jynx torquilla,0.01,1.544,cavity,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
Coraciiformes-Piciformes,Piciformes,Picidae,Melanerpes erythrocephalus,-0.106,1.855,cavity,terrestrial,altricial,diurnal,Pair,migrant,omnivore
Coraciiformes-Piciformes,Piciformes,Picidae,Melanerpes formicivorus,-0.123,1.901,cavity,terrestrial,altricial,diurnal,Cooperative,nonmigrant,seed
Coraciiformes-Piciformes,Piciformes,Picidae,Melanerpes rubricapillus,-0.331,1.719,cavity,terrestrial,altricial,diurnal,Pair,nonmigrant,invertebrate
Coraciiformes-Piciformes,Piciformes,Picidae,Melanerpes carolinus,-0.091,1.842,cavity,terrestrial,altricial,diurnal,Pair,migrant,omnivore
Coraciiformes-Piciformes,Piciformes,Picidae,Melanerpes aurifrons,-0.135,1.907,cavity,terrestrial,altricial,diurnal,Pair,nonmigrant,omnivore
Coraciiformes-Piciformes,Piciformes,Picidae,Picoides tridactylus,-0.526,1.816,cavity,terrestrial,altricial,diurnal,Pair,nonmigrant,invertebrate
Coraciiformes-Piciformes,Piciformes,Picidae,Picus viridis,-0.515,2.246,cavity,terrestrial,altricial,diurnal,Pair,nonmigrant,invertebrate
Coraciiformes-Piciformes,Piciformes,Picidae,Picus canus,-0.546,2.137,cavity,terrestrial,altricial,diurnal,Occasional,nonmigrant,invertebrate
Coraciiformes-Piciformes,Piciformes,Picidae,Dryocopus martius,-0.847,2.507,cavity,terrestrial,altricial,diurnal,Pair,nonmigrant,invertebrate
Coraciiformes-Piciformes,Piciformes,Capitonidae,Megalaima rubricapilla,-0.252,1.575,cavity,terrestrial,altricial,diurnal,Pair,nonmigrant,fruit
Coraciiformes-Piciformes,Piciformes,Capitonidae,Megalaima haemacephala,-0.283,1.648,cavity,terrestrial,altricial,diurnal,Pair,nonmigrant,fruit
Coraciiformes-Piciformes,Piciformes,Ramphastidae,Ramphastos vitellinus,-0.893,2.557,cavity,terrestrial,altricial,diurnal,Pair,nonmigrant,fruit
Coraciiformes-Piciformes,Piciformes,Ramphastidae,Ramphastos sulfuratus,-1.068,2.612,cavity,terrestrial,altricial,diurnal,Pair,nonmigrant,fruit
Coraciiformes-Piciformes,Piciformes,Bucconidae,Monasa morphoeus,-0.68,1.944,cavity,terrestrial,altricial,diurnal,Cooperative,nonmigrant,invertebrate
Coraciiformes-Piciformes,Coraciiformes,Meropidae,Merops orientalis,0.052,1.17,cavity,terrestrial,altricial,diurnal,Cooperative,migrant,invertebrate
Coraciiformes-Piciformes,Coraciiformes,Meropidae,Merops superciliosus,-0.115,1.585,cavity,terrestrial,altricial,diurnal,Cooperative,migrant,invertebrate
Coraciiformes-Piciformes,Coraciiformes,Meropidae,Merops apiaster,-0.139,1.753,cavity,terrestrial,altricial,diurnal,Cooperative,migrant,invertebrate
Coraciiformes-Piciformes,Coraciiformes,Meropidae,Merops bulocki,-0.414,1.364,cavity,terrestrial,altricial,diurnal,Cooperative,nonmigrant,invertebrate
Coraciiformes-Piciformes,Coraciiformes,Meropidae,Merops bullockoides,-0.401,1.542,cavity,terrestrial,altricial,diurnal,Cooperative,nonmigrant,invertebrate
Coraciiformes-Piciformes,Coraciiformes,Coraciidae,Coracias garrulus,-0.402,2.164,cavity,terrestrial,altricial,diurnal,Occasional,migrant,invertebrate
Coraciiformes-Piciformes,Coraciiformes,Todidae,Todus mexicanus,-0.311,0.771,cavity,terrestrial,altricial,diurnal,Cooperative,nonmigrant,invertebrate
Coraciiformes-Piciformes,Coraciiformes,Momotidae,Momotus momota,-0.431,2.061,cavity,terrestrial,altricial,diurnal,Pair,nonmigrant,invertebrate
Coraciiformes-Piciformes,Coraciiformes,Momotidae,Aspatha gularis,-0.406,1.797,cavity,terrestrial,altricial,diurnal,Pair,nonmigrant,invertebrate
Coraciiformes-Piciformes,Coraciiformes,Momotidae,Electron platyrhynchum,-0.566,1.863,cavity,terrestrial,altricial,diurnal,Pair,nonmigrant,invertebrate
Coraciiformes-Piciformes,Coraciiformes,Momotidae,Eumomota superciliosa,-0.375,1.796,cavity,terrestrial,altricial,diurnal,Pair,nonmigrant,invertebrate
Coraciiformes-Piciformes,Coraciiformes,Alcedinidae,Alcedo atthis,0.118,1.493,cavity,freshwater,altricial,diurnal,Occasional,migrant,vertfishscav
Coraciiformes-Piciformes,Coraciiformes,Alcedinidae,Chloroceryle amazona,-0.505,2.102,cavity,freshwater,altricial,diurnal,Pair,nonmigrant,vertfishscav
Coraciiformes-Piciformes,Coraciiformes,Alcedinidae,Ceryle rudis,-0.186,1.926,cavity,freshwater,altricial,diurnal,Cooperative,nonmigrant,vertfishscav
Coraciiformes-Piciformes,Coraciiformes,Alcedinidae,Halcyon leucocephala,-0.106,1.621,cavity,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
Falconiformes,Falconiformes,Falconidae,Falco subbuteo,-0.443,2.318,open,terrestrial,altricial,crepuscular,Occasional,migrant,invertebrate
Falconiformes,Falconiformes,Falconidae,Falco eleonorae,-0.787,2.591,cave,terrestrial,altricial,crepuscular,Pair,migrant,invertebrate
Falconiformes,Falconiformes,Falconidae,Falco concolor,-0.666,2.398,open,terrestrial,altricial,crepuscular,Pair,migrant,vertfishscav
Falconiformes,Falconiformes,Falconidae,Falco tinnunculus,-0.313,2.263,cave,terrestrial,altricial,diurnal,Occasional,migrant,vertfishscav
Falconiformes,Falconiformes,Falconidae,Falco rupicoloides,-0.446,2.417,open,terrestrial,altricial,diurnal,Pair,nonmigrant,invertebrate
Falconiformes,Falconiformes,Falconidae,Falco naumanni,-0.35,2.182,cave,terrestrial,altricial,diurnal,Occasional,migrant,invertebrate
Falconiformes,Falconiformes,Falconidae,Falco columbarius,-0.315,2.275,open,terrestrial,altricial,diurnal,Cooperative,migrant,vertfishscav
Falconiformes,Falconiformes,Falconidae,Falco mexicanus,-0.575,2.853,open,terrestrial,altricial,diurnal,Occasional,migrant,vertfishscav
Falconiformes,Falconiformes,Falconidae,Falco peregrinus,-0.75,2.881,open,terrestrial,altricial,diurnal,Cooperative,migrant,vertfishscav
Falconiformes,Falconiformes,Falconidae,Falco cherrug,-0.658,2.983,open,terrestrial,altricial,diurnal,Pair,migrant,vertfishscav
Falconiformes,Falconiformes,Falconidae,Falco biarmicus,-0.562,2.783,open,terrestrial,altricial,crepuscular,Occasional,migrant,vertfishscav
Falconiformes,Falconiformes,Falconidae,Falco rusticolus,-0.774,3.156,open,terrestrial,altricial,diurnal,Pair,migrant,vertfishscav
Falconiformes,Falconiformes,Falconidae,Falco vespertinus,-0.41,2.18,open,terrestrial,altricial,crepuscular,Pair,migrant,invertebrate
Falconiformes,Falconiformes,Falconidae,Falco sparverius,-0.165,2.059,cavity,terrestrial,altricial,diurnal,Occasional,migrant,invertebrate
Falconiformes,Falconiformes,Falconidae,Polihierax semitorquatus,-0.201,1.789,open,terrestrial,altricial,diurnal,Cooperative,nonmigrant,vertfishscav
Psittaciformes,Psittaciformes,Psittacidae,Myiopsitta monachus,-0.412,2.079,closed,terrestrial,altricial,diurnal,Cooperative,nonmigrant,seed
Psittaciformes,Psittaciformes,Psittacidae,Neophema petrophila,-0.214,1.726,cavity,terrestrial,altricial,diurnal,Pair,nonmigrant,seed
Passeriformes,Passeriformes,Tyrannidae,Attila spadiceus,-0.557,1.592,open,terrestrial,altricial,diurnal,Pair,nonmigrant,invertebrate
Passeriformes,Passeriformes,Tyrannidae,Pitangus sulphuratus,0.025,1.798,closed,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
Passeriformes,Passeriformes,Tyrannidae,Elaenia chiriquensis,-0.378,1.188,open,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
Passeriformes,Passeriformes,Tyrannidae,Elaenia flavogaster,-0.533,1.394,open,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
Passeriformes,Passeriformes,Tyrannidae,Myiozetetes cayanensis,-0.142,1.413,closed,terrestrial,altricial,diurnal,Cooperative,nonmigrant,invertebrate
Passeriformes,Passeriformes,Tyrannidae,Sayornis nigricans,-0.246,1.27,open,terrestrial,altricial,diurnal,Pair,nonmigrant,invertebrate
Passeriformes,Passeriformes,Tyrannidae,Sayornis phoebe,-0.017,1.294,open,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
Passeriformes,Passeriformes,Tyrannidae,Sayornis saya,-0.007,1.32,cave,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
Passeriformes,Passeriformes,Tyrannidae,Empidonax minimus,-0.255,1,open,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
Passeriformes,Passeriformes,Tyrannidae,Pyrocephalus rubinus,-0.261,1.158,open,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
Passeriformes,Passeriformes,Tyrannidae,Tityra semifasciata,-0.393,1.899,cavity,terrestrial,altricial,diurnal,Pair,nonmigrant,fruit
Passeriformes,Passeriformes,Cotingidae,Rupicola rupicola,-0.806,2.289,closed,terrestrial,altricial,diurnal,Female only,nonmigrant,fruit
Passeriformes,Passeriformes,Thamnophilidae,Sakesphorus canadensis,-0.147,1.387,closed,terrestrial,altricial,diurnal,Pair,nonmigrant,invertebrate
Passeriformes,Passeriformes,Menuridae,Menura novaehollandiae,-1.196,2.988,closed,terrestrial,altricial,diurnal,Female only,nonmigrant,invertebrate
Passeriformes,Passeriformes,Rhipiduridae,Rhipidura albicollis,-0.174,1.111,open,terrestrial,altricial,diurnal,Pair,nonmigrant,invertebrate
Passeriformes,Passeriformes,Campephagidae,Coracina novaehollandiae,-0.447,2.072,open,terrestrial,altricial,diurnal,Occasional,migrant,invertebrate
Passeriformes,Passeriformes,Cracticidae,Gymnorhina tibicen,-0.696,2.455,open,terrestrial,altricial,diurnal,Cooperative,nonmigrant,invertebrate
Passeriformes,Passeriformes,Prionopidae,Tephrodornis pondicerianus,-0.156,1.305,open,terrestrial,altricial,diurnal,Pair,nonmigrant,invertebrate
Passeriformes,Passeriformes,Dicruridae,Dicrurus adsimilis,-0.185,1.605,open,terrestrial,altricial,diurnal,Pair,nonmigrant,invertebrate
Passeriformes,Passeriformes,Corvidae,Cissa chinensis,-0.495,2.103,open,terrestrial,altricial,diurnal,Pair,nonmigrant,invertebrate
Passeriformes,Passeriformes,Corvidae,Perisoreus infaustus,-0.463,1.926,open,terrestrial,altricial,diurnal,Group,nonmigrant,omnivore
Passeriformes,Passeriformes,Corvidae,Podoces panderi,-0.561,1.96,open,terrestrial,altricial,diurnal,Pair,nonmigrant,omnivore
Passeriformes,Passeriformes,Corvidae,Garrulus lanceolatus,-0.593,1.99,open,terrestrial,altricial,diurnal,Pair,nonmigrant,omnivore
Passeriformes,Passeriformes,Corvidae,Garrulus glandarius,-0.607,2.203,open,terrestrial,altricial,diurnal,Pair,nonmigrant,omnivore
Passeriformes,Passeriformes,Corvidae,Nucifraga caryocatactes,-0.692,2.261,open,terrestrial,altricial,diurnal,Pair,nonmigrant,seed
Passeriformes,Passeriformes,Corvidae,Corvus brachyrhynchos,-0.749,2.652,open,terrestrial,altricial,diurnal,Cooperative,migrant,omnivore
Passeriformes,Passeriformes,Corvidae,Corvus caurinus,-0.719,2.592,open,terrestrial,altricial,diurnal,Cooperative,nonmigrant,omnivore
Passeriformes,Passeriformes,Corvidae,Corvus corone,-0.82,2.756,open,terrestrial,altricial,diurnal,Cooperative,migrant,omnivore
Passeriformes,Passeriformes,Corvidae,Corvus corax,-0.837,2.968,open,terrestrial,altricial,diurnal,Pair,migrant,omnivore
Passeriformes,Passeriformes,Corvidae,Corvus cryptoleucus,-0.633,2.727,open,terrestrial,altricial,diurnal,Pair,migrant,omnivore
Passeriformes,Passeriformes,Corvidae,Corvus frugilegus,-0.878,2.655,open,terrestrial,altricial,diurnal,Pair,migrant,omnivore
Passeriformes,Passeriformes,Corvidae,Corvus monedula,-0.736,2.391,cavity,terrestrial,altricial,diurnal,Pair,migrant,omnivore
Passeriformes,Passeriformes,Corvidae,Pica pica,-0.618,2.337,closed,terrestrial,altricial,diurnal,Pair,migrant,omnivore
Passeriformes,Passeriformes,Corvidae,Aphelocoma coerulescens,-0.566,1.887,open,terrestrial,altricial,diurnal,Cooperative,nonmigrant,omnivore
Passeriformes,Passeriformes,Corvidae,Cyanocitta cristata,-0.34,1.944,open,terrestrial,altricial,diurnal,Occasional,migrant,omnivore
Passeriformes,Passeriformes,Corvidae,Cyanocitta stelleri,-0.426,2.107,open,terrestrial,altricial,diurnal,Pair,nonmigrant,omnivore
Passeriformes,Passeriformes,Corvidae,Corvus ossifragus,-0.655,2.454,open,terrestrial,altricial,diurnal,Cooperative,migrant,omnivore
Passeriformes,Passeriformes,Corvidae,Pyrrhocorax pyrrhocorax,-0.644,2.442,cave,terrestrial,altricial,diurnal,Pair,nonmigrant,invertebrate
Passeriformes,Passeriformes,Corvidae,Pyrrhocorax graculus,-0.547,2.324,cave,terrestrial,altricial,diurnal,Pair,nonmigrant,omnivore
Passeriformes,Passeriformes,Monarchidae,Terpsiphone paradisi,-0.364,1.284,open,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
Passeriformes,Passeriformes,Monarchidae,Grallina cyanoleuca,-0.222,1.917,open,terrestrial,altricial,diurnal,Occasional,nonmigrant,invertebrate
Passeriformes,Passeriformes,Corcoracidae,Corcorax melanorhamphos,-0.569,2.561,open,terrestrial,altricial,diurnal,Cooperative,nonmigrant,invertebrate
Passeriformes,Passeriformes,Corcoracidae,Struthidea cinerea,-0.606,2.121,open,terrestrial,altricial,diurnal,Cooperative,nonmigrant,invertebrate
Passeriformes,Passeriformes,Campephagidae,Pericrocotus cinnamomeus,0.037,0.934,open,terrestrial,altricial,diurnal,Cooperative,nonmigrant,invertebrate
Passeriformes,Passeriformes,Campephagidae,Pericrocotus flammeus,-0.179,1.367,open,terrestrial,altricial,diurnal,Unknown,nonmigrant,invertebrate
Passeriformes,Passeriformes,Oriolidae,Oriolus chinensis,-0.697,1.917,open,terrestrial,altricial,diurnal,Pair,migrant,fruit
Passeriformes,Passeriformes,Oriolidae,Oriolus oriolus,-0.519,1.898,open,terrestrial,altricial,diurnal,Occasional,migrant,invertebrate
Passeriformes,Passeriformes,Vireonidae,Vireo olivaceus,-0.092,1.206,open,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
Passeriformes,Passeriformes,Vireonidae,Vireo griseus,-0.035,1.057,open,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
Passeriformes,Passeriformes,Vireonidae,Vireo bellii,0.124,0.929,open,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
Passeriformes,Passeriformes,Laniidae,Lanius excubitor,-0.186,1.802,open,terrestrial,altricial,diurnal,Pair,migrant,vertfishscav
Passeriformes,Passeriformes,Laniidae,Lanius ludovicianus,-0.11,1.713,open,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
Passeriformes,Passeriformes,Laniidae,Lanius collurio,-0.217,1.454,open,terrestrial,altricial,diurnal,Occasional,migrant,invertebrate
Passeriformes,Passeriformes,Laniidae,Lanius vittatus,0.047,1.318,open,terrestrial,altricial,diurnal,Pair,nonmigrant,invertebrate
Passeriformes,Passeriformes,Laniidae,Lanius schach,-0.275,1.712,open,terrestrial,altricial,diurnal,Pair,nonmigrant,invertebrate
Passeriformes,Passeriformes,Laniidae,Lanius minor,-0.295,1.667,open,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
Passeriformes,Passeriformes,Laniidae,Lanius senator,-0.11,1.556,open,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
Passeriformes,Passeriformes,Ptilonorhynchidae,Ailuroedus crassirostris,-0.739,2.312,open,terrestrial,altricial,diurnal,Pair,nonmigrant,fruit
Passeriformes,Passeriformes,Muscicapidae,Copsychus saularis,-0.22,1.556,cavity,terrestrial,altricial,diurnal,Pair,nonmigrant,invertebrate
Passeriformes,Passeriformes,Muscicapidae,Muscicapa striata,-0.202,1.201,open,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
Passeriformes,Passeriformes,Muscicapidae,Ficedula albicollis,-0.13,1.104,cavity,terrestrial,altricial,diurnal,Occasional,migrant,invertebrate
Passeriformes,Passeriformes,Muscicapidae,Ficedula hypoleuca,-0.157,1.14,cavity,terrestrial,altricial,diurnal,Occasional,migrant,invertebrate
Passeriformes,Passeriformes,Muscicapidae,Ficedula parva,-0.134,1.034,cavity,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
Passeriformes,Passeriformes,Muscicapidae,Phoenicurus phoenicurus,0.187,1.164,cavity,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
Passeriformes,Passeriformes,Muscicapidae,Phoenicurus auroreus,-0.079,1.21,cavity,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
Passeriformes,Passeriformes,Muscicapidae,Phoenicurus ochruros,0.104,1.217,cave,terrestrial,altricial,diurnal,Cooperative,migrant,invertebrate
Passeriformes,Passeriformes,Turdidae,Monticola saxatilis,-0.469,1.702,cave,terrestrial,altricial,diurnal,Occasional,migrant,invertebrate
Passeriformes,Passeriformes,Turdidae,Monticola solitarius,-0.151,1.73,cave,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
Passeriformes,Passeriformes,Muscicapidae,Oenanthe deserti,0.029,1.298,cavity,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
Passeriformes,Passeriformes,Muscicapidae,Oenanthe isabellina,0.054,1.468,cavity,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
Passeriformes,Passeriformes,Muscicapidae,Oenanthe oenanthe,0.046,1.405,cave,terrestrial,altricial,diurnal,Occasional,migrant,invertebrate
Passeriformes,Passeriformes,Muscicapidae,Saxicola rubetra,-0.007,1.22,open,terrestrial,altricial,diurnal,Occasional,migrant,invertebrate
Passeriformes,Passeriformes,Muscicapidae,Saxicola caprata,-0.019,1.182,cavity,terrestrial,altricial,diurnal,Pair,nonmigrant,invertebrate
Passeriformes,Passeriformes,Muscicapidae,Saxicola torquata,0.143,1.149,open,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
Passeriformes,Passeriformes,Muscicapidae,Erithacus rubecula,0.132,1.248,open,terrestrial,altricial,diurnal,Occasional,migrant,invertebrate
Passeriformes,Passeriformes,Turdidae,Sialia currucoides,0.17,1.471,cavity,terrestrial,altricial,diurnal,Occasional,migrant,invertebrate
Passeriformes,Passeriformes,Turdidae,Sialia sialis,0.1,1.439,cavity,terrestrial,altricial,diurnal,Occasional,migrant,invertebrate
Passeriformes,Passeriformes,Turdidae,Sialia mexicana,0.046,1.422,cavity,terrestrial,altricial,diurnal,Cooperative,migrant,invertebrate
Passeriformes,Passeriformes,Turdidae,Catharus fuscescens,-0.125,1.504,open,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
Passeriformes,Passeriformes,Turdidae,Turdus viscivorus,-0.288,2.07,open,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
Passeriformes,Passeriformes,Turdidae,Turdus merula,0.036,2.012,open,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
Passeriformes,Passeriformes,Turdidae,Turdus iliacus,-0.105,1.787,open,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
Passeriformes,Passeriformes,Turdidae,Turdus migratorius,-0.128,1.895,open,terrestrial,altricial,diurnal,Pair,migrant,fruit
Passeriformes,Passeriformes,Turdidae,Turdus pilaris,-0.278,2.025,open,terrestrial,altricial,diurnal,Pair,migrant,fruit
Passeriformes,Passeriformes,Turdidae,Turdus torquatus,-0.217,2.037,open,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
Passeriformes,Passeriformes,Turdidae,Turdus fumigatus,-0.161,1.879,open,terrestrial,altricial,diurnal,Pair,nonmigrant,invertebrate
Passeriformes,Passeriformes,Turdidae,Turdus grayi,-0.362,1.9,open,terrestrial,altricial,diurnal,Pair,nonmigrant,invertebrate
Passeriformes,Passeriformes,Turdidae,Turdus albicollis,-0.092,1.732,open,terrestrial,altricial,diurnal,Pair,nonmigrant,invertebrate
Passeriformes,Passeriformes,Turdidae,Turdus leucomelas,-0.167,1.839,open,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
Passeriformes,Passeriformes,Turdidae,Turdus philomelos,-0.129,1.831,open,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
Passeriformes,Passeriformes,Paridae,Remiz pendulinus,-0.418,0.968,cavity,terrestrial,altricial,diurnal,Female only,migrant,invertebrate
Passeriformes,Passeriformes,Cinclidae,Cinclus mexicanus,-0.311,1.753,cave,freshwater,altricial,diurnal,Pair,nonmigrant,invertebrate
Passeriformes,Passeriformes,Cinclidae,Cinclus cinclus,-0.179,1.789,cave,freshwater,altricial,diurnal,Pair,migrant,invertebrate
Passeriformes,Passeriformes,Cinclidae,Cinclus pallasii,-0.262,1.881,cave,freshwater,altricial,diurnal,Pair,nonmigrant,invertebrate
Passeriformes,Passeriformes,Sturnidae,Buphagus erythrorhynchus,-0.417,1.705,cavity,terrestrial,altricial,diurnal,Cooperative,nonmigrant,invertebrate
Passeriformes,Passeriformes,Sturnidae,Acridotheres tristis,-0.198,2.066,cavity,terrestrial,altricial,diurnal,Pair,nonmigrant,omnivore
Passeriformes,Passeriformes,Sturnidae,Sturnus roseus,-0.416,1.863,cavity,terrestrial,altricial,diurnal,Unknown,migrant,invertebrate
Passeriformes,Passeriformes,Sturnidae,Sturnus vulgaris,-0.094,1.887,cavity,terrestrial,altricial,diurnal,Occasional,migrant,omnivore
Passeriformes,Passeriformes,Sturnidae,Aplonis opaca,-0.304,1.921,cavity,terrestrial,altricial,diurnal,Pair,nonmigrant,fruit
Passeriformes,Passeriformes,Mimidae,Toxostoma lecontei,-0.264,1.792,open,terrestrial,altricial,diurnal,Pair,nonmigrant,invertebrate
Passeriformes,Passeriformes,Mimidae,Toxostoma redivivum,-0.25,1.926,open,terrestrial,altricial,diurnal,Pair,nonmigrant,invertebrate
Passeriformes,Passeriformes,Mimidae,Toxostoma curvirostre,-0.257,1.906,open,terrestrial,altricial,diurnal,Pair,nonmigrant,invertebrate
Passeriformes,Passeriformes,Mimidae,Toxostoma longirostre,-0.198,1.83,open,terrestrial,altricial,diurnal,Pair,nonmigrant,invertebrate
Passeriformes,Passeriformes,Mimidae,Toxostoma rufum,-0.216,1.838,open,terrestrial,altricial,diurnal,Pair,migrant,omnivore
Passeriformes,Passeriformes,Mimidae,Mimus gilvus,-0.084,1.716,open,terrestrial,altricial,diurnal,Cooperative,nonmigrant,omnivore
Passeriformes,Passeriformes,Mimidae,Mimus polyglottos,-0.11,1.686,open,terrestrial,altricial,diurnal,Pair,migrant,omnivore
Passeriformes,Passeriformes,Mimidae,Oreoscoptes montanus,-0.073,1.645,open,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
